Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX17889337	SRR21903292	2024-07-05 14:10:57	2022-10-14 10:28:26	21565546	6469663800	21565546	300	1984		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR021/21903/SRR21903292/SRR21903292.lite.1	GSM6638317	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP402637	PRJNA890579	3	890579	SRS15406544	SAMN31281069	simple	4952	Yarrowia lipolytica	GSM6638317							no					BIOCHEMISTRY, KASETSART UNIVERSITY	SRA1520302		public	CE0373A78109BBC241400112A82A18EA	180130446115B2258235297D34F47F02		
SRX17889338	SRR21903291	2024-07-05 14:10:57	2022-10-14 10:24:51	23425235	7027570500	23425235	300	2120		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR021/21903/SRR21903291/SRR21903291.lite.1	GSM6638318	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP402637	PRJNA890579	3	890579	SRS15406545	SAMN31281068	simple	4952	Yarrowia lipolytica	GSM6638318							no					BIOCHEMISTRY, KASETSART UNIVERSITY	SRA1520302		public	C2516A427EDF26C27B9C35C2445B0F42	CC70AAFA91101FAAC2E0BCE1F841A664		
SRX17889339	SRR21903290	2024-07-05 14:10:57	2022-10-14 12:23:51	23077272	6923181600	23077272	300	2079		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR021/21903/SRR21903290/SRR21903290.lite.1	GSM6638319	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP402637	PRJNA890579	3	890579	SRS15406546	SAMN31281067	simple	4952	Yarrowia lipolytica	GSM6638319							no					BIOCHEMISTRY, KASETSART UNIVERSITY	SRA1520302		public	9C46017CA4AE75729BCDF647086E0458	45712C39A6850E4A3B25681393683F1C		
SRX17889340	SRR21903289	2024-07-05 14:10:57	2022-10-14 10:26:15	24487955	7346386500	24487955	300	2226		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR021/21903/SRR21903289/SRR21903289.lite.1	GSM6638320	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP402637	PRJNA890579	3	890579	SRS15406547	SAMN31281066	simple	4952	Yarrowia lipolytica	GSM6638320							no					BIOCHEMISTRY, KASETSART UNIVERSITY	SRA1520302		public	957A6F292D1BB6520A62BD25F2C50E89	9E15E67BC97968EA3DB10AF81631F206		
SRX17889341	SRR21903288	2024-07-05 14:10:58	2022-10-14 10:23:17	22923702	6877110600	22923702	300	2090		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR021/21903/SRR21903288/SRR21903288.lite.1	GSM6638321	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP402637	PRJNA890579	3	890579	SRS15406548	SAMN31281065	simple	4952	Yarrowia lipolytica	GSM6638321							no					BIOCHEMISTRY, KASETSART UNIVERSITY	SRA1520302		public	791C7BBE7D332A9547526ED2EA1B6419	42E7CDBEBBBC036F869A58DF35315F9D		
SRX17889342	SRR21903287	2024-07-05 14:10:57	2022-10-14 10:19:00	21458660	6437598000	21458660	300	1949		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR021/21903/SRR21903287/SRR21903287.lite.1	GSM6638322	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP402637	PRJNA890579	3	890579	SRS15406549	SAMN31281064	simple	4952	Yarrowia lipolytica	GSM6638322							no					BIOCHEMISTRY, KASETSART UNIVERSITY	SRA1520302		public	B7CDE88824E7C0057E531EC63064E409	4E9D956CB81AF5DF9C21A72F1284EA45		
SRX18015107	SRR22033895	2023-01-01 00:09:54	2022-10-25 18:29:28	48557201	7331649501	48557201	150	2577		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22033/SRR22033895/SRR22033895.lite.1	MK1_ery_24	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP404435	PRJNA893604		893604	SRS15523356	SAMN31428139	simple	4952	Yarrowia lipolytica	MK1_ery_24							no					WROCLAW UNIVERSITY OF ENVIRONMENTAL AND LIFE SCIENCES	SRA1527060		public	8162CD73992C8040166091F965D1EF47	C5068813B2322B56BAA8E5B7C5BA1339		
SRX18015108	SRR22033894	2023-01-01 00:09:54	2022-10-26 01:51:10	67493557	10189715004	67493557	150	3580		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22033/SRR22033894/SRR22033894.lite.1	MK1_ery_32	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP404435	PRJNA893604		893604	SRS15523357	SAMN31428140	simple	4952	Yarrowia lipolytica	MK1_ery_32							no					WROCLAW UNIVERSITY OF ENVIRONMENTAL AND LIFE SCIENCES	SRA1527060		public	C701D9616A850139E49D8F2ADFA3F8C3	102ED2CE689AB91401647A84D181515A		
SRX18015109	SRR22033893	2023-01-01 00:09:54	2022-10-26 01:27:45	58897933	8892308863	58897933	150	3139		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22033/SRR22033893/SRR22033893.lite.1	K1_ery_24	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP404435	PRJNA893604		893604	SRS15523358	SAMN31428141	simple	4952	Yarrowia lipolytica	K1_ery_24							no					WROCLAW UNIVERSITY OF ENVIRONMENTAL AND LIFE SCIENCES	SRA1527060		public	502A74BD0857EECBBAAD4E2D9CAD58B6	3A719269561E55E3C3DE3814CF722A01		
SRX18015110	SRR22033892	2023-01-01 00:09:54	2022-10-25 18:36:19	53701567	8108323916	53701567	150	2869		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22033/SRR22033892/SRR22033892.lite.1	K1_ery_32	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP404435	PRJNA893604		893604	SRS15523359	SAMN31428142	simple	4952	Yarrowia lipolytica	K1_ery_32							no					WROCLAW UNIVERSITY OF ENVIRONMENTAL AND LIFE SCIENCES	SRA1527060		public	3A5FB5296FB0C82BEC3D5E3F0961288D	BB749BDBF3538D13E31C3B0BF4349C8B		
SRX18015111	SRR22033891	2023-01-01 00:09:54	2022-10-25 18:34:17	45819782	6402349058	45819782	139	2208		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22033/SRR22033891/SRR22033891.lite.1	MK1_gluc_24	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP404435	PRJNA893604		893604	SRS15523360	SAMN31428143	simple	4952	Yarrowia lipolytica	MK1_gluc_24							no					WROCLAW UNIVERSITY OF ENVIRONMENTAL AND LIFE SCIENCES	SRA1527060		public	2643AED3D8BCAB0FB9A5298B4555DC99	98ADD18DC9EA04CF73EDDAE35933034F		
SRX18015112	SRR22033890	2023-01-01 00:09:54	2022-10-26 01:54:39	47249408	7134447419	47249408	150	2538		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22033/SRR22033890/SRR22033890.lite.1	MK1_gluc_32	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP404435	PRJNA893604		893604	SRS15523361	SAMN31428144	simple	4952	Yarrowia lipolytica	MK1_gluc_32							no					WROCLAW UNIVERSITY OF ENVIRONMENTAL AND LIFE SCIENCES	SRA1527060		public	EF6EAF0447A81DDAD33D4946374D32C9	059513576BD827EE9EE24573535CCDB8		
SRX18015113	SRR22033889	2023-01-01 00:09:54	2022-10-25 23:06:17	56106131	8472640095	56106131	151	2990		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22033/SRR22033889/SRR22033889.lite.1	K1_gluc_24	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP404435	PRJNA893604		893604	SRS15523362	SAMN31428145	simple	4952	Yarrowia lipolytica	K1_gluc_24							no					WROCLAW UNIVERSITY OF ENVIRONMENTAL AND LIFE SCIENCES	SRA1527060		public	097144169628D196C6128C94AC91A6AB	1CB71A4537B0700FF0460F8689CBC3BF		
SRX18015114	SRR22033888	2023-01-01 00:09:55	2022-10-25 18:29:40	49866601	7529637352	49866601	150	2652		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR022/22033/SRR22033888/SRR22033888.lite.1	K1_gluc_32	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP404435	PRJNA893604		893604	SRS15523363	SAMN31428146	simple	4952	Yarrowia lipolytica	K1_gluc_32							no					WROCLAW UNIVERSITY OF ENVIRONMENTAL AND LIFE SCIENCES	SRA1527060		public	42C43C8F24139158F87D03CD84F9378B	74BCA169ABCB15153268901109A89C03		
SRX18979665	SRR23024188	2023-01-09 11:53:28	2023-01-09 11:38:55	13460743	2033084798	13460743	151	755		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024188/SRR23024188.lite.1	WTpara	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401263	SAMN32643520	simple	4952	Yarrowia lipolytica	WTpara							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	212BD37EB9D857B24A45C11AC1F88372	67CFEE7387DFAF12531CAC6F6063F366		
SRX18979666	SRR23024187	2023-01-09 11:53:28	2023-01-09 11:42:06	20074908	3031965675	20074908	151	1133		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024187/SRR23024187.lite.1	WTparb	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401264	SAMN32643521	simple	4952	Yarrowia lipolytica	WTparb							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	0780726B538CCEA18462BFA66C6DE213	05A229EAF38136E556FB206D3E2D018B		
SRX18979667	SRR23024186	2023-01-09 11:53:28	2023-01-09 11:38:50	11941887	1790724221	11941887	149	617		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024186/SRR23024186.lite.1	YLE198b	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401265	SAMN32643530	simple	4952	Yarrowia lipolytica	YLE198b							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	C69506E6832AC0F0CF284A5F129657EF	837C2798C74489AA4B4A78F2D414DE12		
SRX18979668	SRR23024185	2023-01-09 11:53:28	2023-01-09 11:39:47	13655537	2061283070	13655537	150	772		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024185/SRR23024185.lite.1	YLE198c	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401266	SAMN32643531	simple	4952	Yarrowia lipolytica	YLE198c							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	37D08282BBA669BF2E8567DDDB9941AD	897D437233FF690C3AAF06758B4719C5		
SRX18979669	SRR23024184	2023-01-09 11:53:29	2023-01-09 11:38:40	11845795	1774938582	11845795	149	615		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024184/SRR23024184.lite.1	YLE469a	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401267	SAMN32643532	simple	4952	Yarrowia lipolytica	YLE469a							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	0228AA4D5AED5C217AE5063D57261A66	D5C948A476B69600D8D01569899446A5		
SRX18979670	SRR23024183	2023-01-09 11:53:29	2023-01-09 11:39:33	11834819	1773071746	11834819	149	613		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024183/SRR23024183.lite.1	YLE469b	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401268	SAMN32643533	simple	4952	Yarrowia lipolytica	YLE469b							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	E3549DFCB833AE77E2A17D2787636DF7	C2F016078174B8C4FA1A2AAA77B7D58E		
SRX18979671	SRR23024182	2023-01-09 11:53:29	2023-01-09 11:38:51	12468493	1868428024	12468493	149	644		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024182/SRR23024182.lite.1	YLE469c	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401269	SAMN32643534	simple	4952	Yarrowia lipolytica	YLE469c							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	B6EAB2A43A1CAA236BB54E9B63E1729E	756D91188914AD6A2175CE5F3C0BAD43		
SRX18979672	SRR23024181	2023-01-09 11:53:29	2023-01-09 11:37:55	10113471	1515497508	10113471	149	524		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024181/SRR23024181.lite.1	YLE471a	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401270	SAMN32643535	simple	4952	Yarrowia lipolytica	YLE471a							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	69724B0C26D30A197DE0AA8484AC5D8B	D93714879841D3FEF516478A91BF1376		
SRX18979673	SRR23024180	2023-01-09 11:53:29	2023-01-09 11:39:27	11427610	1713123108	11427610	149	600		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024180/SRR23024180.lite.1	YLE471b	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401271	SAMN32643536	simple	4952	Yarrowia lipolytica	YLE471b							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	A452E76CC65E085DBA19F4A069903516	EA628EC750B382946579F6BEC968A3D6		
SRX18979674	SRR23024179	2023-01-09 11:53:29	2023-01-09 11:38:10	14823005	2222977363	14823005	149	767		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024179/SRR23024179.lite.1	YLE471c	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401272	SAMN32643537	simple	4952	Yarrowia lipolytica	YLE471c							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	90EE335A5EE250933296565F5D6C5658	235DB0A6F0A9A1007FAD814B5DB45787		
SRX18979675	SRR23024178	2023-01-09 11:53:29	2023-01-09 11:38:43	13770698	2079799237	13770698	151	772		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024178/SRR23024178.lite.1	WTparc	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401273	SAMN32643522	simple	4952	Yarrowia lipolytica	WTparc							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	0F9C6B1952D4EAA9E20F4DCA17D31666	86105C8583086048D56B90EEEA66E290		
SRX18979676	SRR23024177	2023-01-09 11:53:29	2023-01-09 11:38:45	13205519	1980373472	13205519	149	676		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024177/SRR23024177.lite.1	YLE111a	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401274	SAMN32643523	simple	4952	Yarrowia lipolytica	YLE111a							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	9ECE6E49C28AB3CCF4E20F733701AA50	A17B1AA57D8FB5F3B43A1CC609AC31EE		
SRX18979677	SRR23024176	2023-01-09 11:53:29	2023-01-09 11:38:39	13341793	1999821101	13341793	149	693		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024176/SRR23024176.lite.1	YLE111b	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401275	SAMN32643524	simple	4952	Yarrowia lipolytica	YLE111b							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	1C25CD33D100227D5F92C6F86E52BA08	CA20CE79667AD15EA471CD470AD6A832		
SRX18979678	SRR23024175	2023-01-09 11:53:29	2023-01-09 11:38:36	13221337	1982621547	13221337	149	687		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024175/SRR23024175.lite.1	YLE111c	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401276	SAMN32643525	simple	4952	Yarrowia lipolytica	YLE111c							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	65933156010F44B847EDB29BEB7CBDC2	DE125D39DE844CAC002B35743BB0A207		
SRX18979679	SRR23024174	2023-01-09 11:52:23	2023-01-09 11:36:05	12474510	1869548713	12474510	149	646		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024174/SRR23024174.lite.1	YLE155a	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401277	SAMN32643526	simple	4952	Yarrowia lipolytica	YLE155a							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	ED3C377EB35F64BCCE205E8A0037A021	4BA629177372C2BB456738D98166052E		
SRX18979680	SRR23024173	2023-01-09 11:53:29	2023-01-09 11:37:50	10695133	1603893965	10695133	149	555		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024173/SRR23024173.lite.1	YLE155b	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401278	SAMN32643527	simple	4952	Yarrowia lipolytica	YLE155b							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	D248034C31DB693FDF5C8F78934C955F	C05FE7A54E7641B0B50AC3F310D08808		
SRX18979681	SRR23024172	2023-01-09 11:53:29	2023-01-09 11:38:37	12682118	1900861878	12682118	149	657		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024172/SRR23024172.lite.1	YLE155c	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401279	SAMN32643528	simple	4952	Yarrowia lipolytica	YLE155c							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	8641B8048AD13962EA09305180773277	A8DCC58222EF18691AEC6F358C8EB7E1		
SRX18979682	SRR23024171	2023-01-09 11:53:29	2023-01-09 11:42:18	16110634	2432276070	16110634	150	908		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR023/23024/SRR23024171/SRR23024171.lite.1	YLE198a	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP416606	PRJNA922115		922115	SRS16401280	SAMN32643529	simple	4952	Yarrowia lipolytica	YLE198a							no					CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS	SRA1571325		public	3E7460639A4484F417852D850CBF0C79	3B5895621636DFE35ECDD4464068859D		
SRX19326214	SRR23388423	2023-02-10 02:21:49	2023-02-10 01:37:02	43203502	6480525300	0	150	3822		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388423/SRR23388423.lite.1	YPD_5d_1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724110	SAMN33231754	simple	4952	Yarrowia lipolytica	YPD_5d_1							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	C0D4A15C0A219BF5530A8CCAF19894F4	A529100CE0574CD258D91FDC45790C1E		
SRX19326215	SRR23388422	2023-02-10 02:21:49	2023-02-10 01:46:06	49446472	7416970800	0	150	4378		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388422/SRR23388422.lite.1	YPD_5d_2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724111	SAMN33231755	simple	4952	Yarrowia lipolytica	YPD_5d_2							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	88A3F4D99670DC20A5168CF4244B0C6C	0DCB97FA9C1343DF46AA56BF9E438DB4		
SRX19326216	SRR23388421	2023-02-10 02:21:49	2023-02-10 01:52:03	57625494	8643824100	0	150	5132		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388421/SRR23388421.lite.1	YPDCu_6d_2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724112	SAMN33231764	simple	4952	Yarrowia lipolytica	YPDCu_6d_2							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	9A097BEE37C578394B1C3C2A78D74AE1	B4DD7E7800A9A735C73147DBE9DDA7DC		
SRX19326217	SRR23388420	2023-02-10 03:24:39	2023-02-10 03:18:38	50069636	7510445400	0	150	4469		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388420/SRR23388420.lite.1	YPDCu_6d_3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724113	SAMN33231765	simple	4952	Yarrowia lipolytica	YPDCu_6d_3							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	A73784CA9C56AEACDCE2998117732219	2883747DA78DC9A3D22E975B4D287540		
SRX19326218	SRR23388419	2023-02-10 03:18:43	2023-02-10 03:13:11	42919404	6437910600	0	150	3834		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388419/SRR23388419.lite.1	YPD_5d_3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724114	SAMN33231756	simple	4952	Yarrowia lipolytica	YPD_5d_3							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	456FEEF09222C0CED848A1C15614DD35	C9E22224B686A4882623465360A0408F		
SRX19326219	SRR23388418	2023-02-10 02:21:49	2023-02-10 01:43:19	60565202	9084780300	0	150	5428		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388418/SRR23388418.lite.1	YPD_6d_1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724115	SAMN33231757	simple	4952	Yarrowia lipolytica	YPD_6d_1							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	783280E95C5B839CC30BE39751D4AB3C	69EDF631F526590B715A783BBA999CC3		
SRX19326220	SRR23388417	2023-02-10 03:18:43	2023-02-10 03:10:29	52535064	7880259600	0	150	4708		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388417/SRR23388417.lite.1	YPD_6d_2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724116	SAMN33231758	simple	4952	Yarrowia lipolytica	YPD_6d_2							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	56644C859CDA38BD7B9CFEC2D7896695	D4A392E6D160341BFEB017B46C35361C		
SRX19326221	SRR23388416	2023-02-10 02:21:49	2023-02-10 01:36:54	45909440	6886416000	0	150	4036		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388416/SRR23388416.lite.1	YPD_6d_3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724117	SAMN33231759	simple	4952	Yarrowia lipolytica	YPD_6d_3							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	43A276541935971D1EB993000448DC40	CE7D970C9B0218D8571729B0CA237BDA		
